Time,event_type,data.policy_id,data.policy_action,data.policy_name,data.risk_level,data.risk_score,data.rule_id,data.rule_name,data.userid,time,data.decision_decisionCode,data.applicationid,data.applicationname,year,month,day
"Jul 13, 2023 @ 19:47:44.779",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 19:47:44.779",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 19:44:28.504",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,550,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 19:44:28.504",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 19:11:18.634",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,550,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 19:11:18.634",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 19:03:28.789",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 19:03:28.789",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 19:03:00.416",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 19:03:00.416",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 19:02:36.444",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 19:02:36.444",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 18:12:51.455",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid003,"Jul 13, 2023 @ 18:12:51.455",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 18:12:28.275",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid003,"Jul 13, 2023 @ 18:12:28.275",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:45:41.015",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,VERY_HIGH,850,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 17:45:41.015",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:45:18.612",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,VERY_HIGH,850,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 17:45:18.612",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:23:46.404",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 17:23:46.404",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:23:09.465",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 17:23:09.465",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:22:25.096",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 17:22:25.096",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:22:03.125",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid004,"Jul 13, 2023 @ 17:22:03.125",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:09:11.153",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,HIGH,550,1634034549916,Adaptive access,userid006,"Jul 13, 2023 @ 17:09:11.153",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:07:59.328",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 17:07:59.328",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:07:05.430",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 17:07:05.430",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:05:14.752",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 17:05:14.752",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 17:04:44.069",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 17:04:44.069",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:52:18.549",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:52:18.549",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:34:51.160",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:34:51.160",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:30:02.554",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:30:02.554",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:27:13.924",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:27:13.924",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:26:05.513",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:26:05.513",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:23:05.893",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:23:05.893",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:22:35.615",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:22:35.615",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:22:19.355",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:22:19.355",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:21:49.934",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 16:21:49.934",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:20:16.538",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 16:20:16.538",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:16:38.520",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 16:16:38.520",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:16:02.567",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 16:16:02.567",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:14:07.418",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 16:14:07.418",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:10:36.361",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:10:36.361",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:09:46.057",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 13, 2023 @ 16:09:46.057",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:09:37.985",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:09:37.985",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:09:20.758",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:09:20.758",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:09:15.439",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 13, 2023 @ 16:09:15.439",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:08:52.562",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 13, 2023 @ 16:08:52.562",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:06:52.749",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:06:52.749",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:06:11.607",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:06:11.607",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:05:50.581",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:05:50.581",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:01:20.213",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:01:20.213",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 16:00:53.401",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,450,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 16:00:53.401",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:58:43.143",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 15:58:43.143",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:57:48.633",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 15:57:48.633",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:57:14.849",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,100,1634034549916,Adaptive access,userid008,"Jul 13, 2023 @ 15:57:14.849",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:56:14.365",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 15:56:14.365",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:56:04.841",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid008,"Jul 13, 2023 @ 15:56:04.841",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:53:38.790",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 15:53:38.790",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:53:15.675",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 13, 2023 @ 15:53:15.675",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:51:40.305",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,150,1634034549916,Adaptive access,userid007,"Jul 13, 2023 @ 15:51:40.305",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:51:25.154",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 15:51:25.154",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:48:08.655",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,100,1634034549916,Adaptive access,userid002,"Jul 13, 2023 @ 15:48:08.655",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:47:52.456",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 15:47:52.456",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:29:19.403",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 15:29:19.403",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:28:32.083",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 15:28:32.083",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:28:10.802",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid007,"Jul 13, 2023 @ 15:28:10.802",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:27:16.146",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 15:27:16.146",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:26:13.417",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 15:26:13.417",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:25:46.580",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 15:25:46.580",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 15:25:15.676",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 15:25:15.676",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,13
"Jul 13, 2023 @ 01:00:54.278",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 01:00:54.278",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 13, 2023 @ 01:00:21.440",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 13, 2023 @ 01:00:21.440",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 23:24:08.078",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 23:24:08.078",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 23:23:24.793",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 23:23:24.793",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 23:22:49.050",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 23:22:49.050",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 22:53:08.372",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 12, 2023 @ 22:53:08.372",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 22:51:51.918",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 12, 2023 @ 22:51:51.918",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
